num_node 121
num_arc 206


arc	47	26	87	1.0 
arc	48	27	24	1.0 
arc	49	28	5	1.0 
arc	50	29	10	1.0 
arc	51	29	28	1.0 
arc	52	29	42	1.0 
arc	53	30	27	1.0 
arc	54	31	51	1.0 
arc	55	31	79	1.0 
arc	56	32	6	1.0 
arc	57	33	41	1.0 
arc	58	33	34	1.0 
arc	59	34	19	1.0 
arc	60	34	13	1.0 
arc	61	35	85	1.0 
arc	62	35	98	1.0 
arc	63	36	25	1.0 
arc	64	36	95	1.0 
arc	65	37	38	1.0 
arc	66	37	25	1.0 
arc	67	37	117	1.0 
arc	68	38	39	1.0 
arc	69	38	17	1.0 
arc	70	39	40	1.0 
arc	71	39	22	1.0 
arc	72	40	19	1.0 
arc	73	41	20	1.0 
arc	74	43	19	1.0 
arc	75	43	44	1.0 
arc	76	45	29	1.0 
arc	77	46	75	1.0 
arc	78	46	44	1.0 
arc	79	46	67	1.0 
arc	80	47	78	1.0 
arc	81	48	116	1.0 
arc	82	49	57	1.0 
arc	83	50	99	1.0 
arc	84	51	50	1.0 
arc	85	51	111	1.0 
arc	86	52	53	1.0 
arc	87	52	77	1.0 
arc	88	53	62	1.0 
arc	89	54	53	1.0 
arc	90	54	61	1.0 
arc	91	54	55	1.0 
arc	92	56	59	1.0 
arc	93	56	55	1.0 
arc	94	56	113	1.0 
arc	95	57	58	1.0 
arc	96	58	59	1.0 
arc	97	58	49	1.0 
arc	98	59	64	1.0 
arc	99	60	59	1.0 
arc	100	60	55	1.0 
arc	101	60	61	1.0 
arc	102	62	61	1.0 
arc	103	62	71	1.0 
arc	104	62	63	1.0 
arc	105	62	54	1.0 
arc	106	63	96	1.0 
arc	107	64	82	1.0 
arc	108	64	26	1.0 
arc	109	64	72	1.0 
arc	110	65	66	1.0 
arc	111	65	68	1.0 
arc	112	65	70	1.0 
arc	113	65	120	1.0 
arc	114	67	27	1.0 
arc	115	67	82	1.0 
arc	116	68	81	1.0 
arc	117	68	69	1.0 
arc	118	69	76	1.0 
arc	119	69	70	1.0 
arc	120	69	101	1.0 
arc	121	70	63	1.0 
arc	122	72	71	1.0 
arc	123	72	61	1.0 
arc	124	72	66	1.0 
arc	125	73	0	1.0 
arc	126	73	1	1.0 
arc	127	73	28	1.0 
arc	128	74	76	1.0 
arc	129	74	68	1.0 
arc	130	75	74	1.0 
arc	131	75	3	1.0 
arc	132	77	52	1.0 
arc	133	78	49	1.0 
arc	134	79	25	1.0 
arc	135	80	84	1.0 
arc	136	81	75	1.0 
arc	137	82	66	1.0 
arc	138	83	87	1.0 
arc	139	83	104	1.0 
arc	140	83	47	1.0 
arc	141	84	113	1.0 
arc	142	84	78	1.0 
arc	143	84	105	1.0 
arc	144	84	59	1.0 
arc	145	86	87	1.0 
arc	146	86	89	1.0 
arc	147	86	103	1.0 
arc	148	87	27	1.0 
arc	149	88	91	1.0 
arc	150	88	47	1.0 
arc	151	89	88	1.0 
arc	152	90	89	1.0 
arc	153	90	91	1.0 
arc	154	92	6	1.0 
arc	155	92	24	1.0 
arc	156	93	4	1.0 
arc	157	93	92	1.0 
arc	158	93	89	1.0 
arc	159	94	88	1.0 
arc	160	94	48	1.0 
arc	161	95	31	1.0 
arc	162	95	100	1.0 
arc	163	96	52	1.0 
arc	164	96	77	1.0 
arc	165	97	74	1.0 
arc	166	98	15	1.0 
arc	167	99	77	1.0 
arc	168	100	111	1.0 
arc	169	101	50	1.0 
arc	170	101	63	1.0 
arc	171	102	99	1.0 
arc	172	102	80	1.0 
arc	173	105	83	1.0 
arc	174	105	81	1.0 
arc	175	105	120	1.0 
arc	176	106	28	1.0 
arc	177	106	4	1.0 
arc	178	106	103	1.0 
arc	179	107	2	1.0 
arc	180	107	115	1.0 
arc	181	108	9	1.0 
arc	182	108	10	1.0 
arc	183	109	98	1.0 
arc	184	109	100	1.0 
arc	185	109	118	1.0 
arc	186	110	2	1.0 
arc	187	110	108	1.0 
arc	188	111	102	1.0 
arc	189	111	76	1.0 
arc	190	112	9	1.0 
arc	191	112	8	1.0 
arc	192	113	57	1.0 
arc	193	114	112	1.0 
arc	194	114	104	1.0 
arc	195	114	119	1.0 
arc	196	115	114	1.0 
arc	197	116	49	1.0 
arc	198	116	26	1.0 
arc	199	117	17	1.0 
arc	200	117	97	1.0 
arc	201	117	75	1.0 
arc	202	118	104	1.0 
arc	203	119	44	1.0 
arc	204	120	71	1.0 
arc	205	120	80	1.0 
